# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Sat May 24 22:03:31 UTC 2025
# isochrones based on PARSEC release v2.0 
# Basic references: Costa et al. 2019a,2019b for the code, Nguyen et al. 2022 for the tracks.
# Rotating tracks computed with omega_i=0.00, except for lower masses (see paper)
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z  Teff0 omega angvel vtaneq angmom Rpol Req	 mbolmag  G_fSBmag  G_BP_fSBmag  G_RP_fSBmag G_fSB G_f0 G_fk G_i00 G_i05 G_i10 G_i15 G_i20 G_i25 G_i30 G_i35 G_i40 G_i45 G_i50 G_i55 G_i60 G_i65 G_i70 G_i75 G_i80 G_i85 G_i90 G_BP_fSB G_BP_f0 G_BP_fk G_BP_i00 G_BP_i05 G_BP_i10 G_BP_i15 G_BP_i20 G_BP_i25 G_BP_i30 G_BP_i35 G_BP_i40 G_BP_i45 G_BP_i50 G_BP_i55 G_BP_i60 G_BP_i65 G_BP_i70 G_BP_i75 G_BP_i80 G_BP_i85 G_BP_i90 G_RP_fSB G_RP_f0 G_RP_fk G_RP_i00 G_RP_i05 G_RP_i10 G_RP_i15 G_RP_i20 G_RP_i25 G_RP_i30 G_RP_i35 G_RP_i40 G_RP_i45 G_RP_i50 G_RP_i55 G_RP_i60 G_RP_i65 G_RP_i70 G_RP_i75 G_RP_i80 G_RP_i85 G_RP_i90
0.0152 0.01508 8.00000 0.0900000036 1.0816895926    0.090 -2.755  3.4013  4.705    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02       2519          0          0          0          0     0.2208     0.2208 11.658 13.742 16.557 12.258 13.742 13.742 13.742 13.742 13.742 13.742 13.742 13.742 13.742 13.742 13.742 13.742 13.742 13.742 13.742 13.742 13.742 13.742 13.742 13.742 13.742 13.742 16.557 16.557 16.557 16.557 16.557 16.557 16.557 16.557 16.557 16.557 16.557 16.557 16.557 16.557 16.557 16.557 16.557 16.557 16.557 16.557 16.557 16.557 12.258 12.258 12.258 12.258 12.258 12.258 12.258 12.258 12.258 12.258 12.258 12.258 12.258 12.258 12.258 12.258 12.258 12.258 12.258 12.258 12.258 12.258
0.0152 0.01508 8.00000 0.0962922722 1.1393662013    0.096 -2.704  3.4083  4.711    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02       2560          0          0          0          0      0.227      0.227 11.531 13.615 16.431 12.130 13.615 13.615 13.615 13.615 13.615 13.615 13.615 13.615 13.615 13.615 13.615 13.615 13.615 13.615 13.615 13.615 13.615 13.615 13.615 13.615 13.615 13.615 16.431 16.431 16.431 16.431 16.431 16.431 16.431 16.431 16.431 16.431 16.431 16.431 16.431 16.431 16.431 16.431 16.431 16.431 16.431 16.431 16.431 16.431 12.130 12.130 12.130 12.130 12.130 12.130 12.130 12.130 12.130 12.130 12.130 12.130 12.130 12.130 12.130 12.130 12.130 12.130 12.130 12.130 12.130 12.130
0.0152 0.01508 8.00000 0.1000000015 1.1711064122    0.100 -2.674  3.4126  4.714    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02       2585          0          0          0          0     0.2303     0.2303 11.454 13.520 16.312 12.040 13.520 13.520 13.520 13.520 13.520 13.520 13.520 13.520 13.520 13.520 13.520 13.520 13.520 13.520 13.520 13.520 13.520 13.520 13.520 13.520 13.520 13.520 16.312 16.312 16.312 16.312 16.312 16.312 16.312 16.312 16.312 16.312 16.312 16.312 16.312 16.312 16.312 16.312 16.312 16.312 16.312 16.312 16.312 16.312 12.040 12.040 12.040 12.040 12.040 12.040 12.040 12.040 12.040 12.040 12.040 12.040 12.040 12.040 12.040 12.040 12.040 12.040 12.040 12.040 12.040 12.040
0.0152 0.01508 8.00000 0.1056551039 1.2166808755    0.106 -2.635  3.4177  4.719    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02       2617          0          0          0          0     0.2359     0.2359 11.357 13.383 16.126 11.912 13.383 13.383 13.383 13.383 13.383 13.383 13.383 13.383 13.383 13.383 13.383 13.383 13.383 13.383 13.383 13.383 13.383 13.383 13.383 13.383 13.383 13.383 16.126 16.126 16.126 16.126 16.126 16.126 16.126 16.126 16.126 16.126 16.126 16.126 16.126 16.126 16.126 16.126 16.126 16.126 16.126 16.126 16.126 16.126 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912 11.912
0.0152 0.01508 8.00000 0.1142512783 1.2802031002    0.114 -2.576  3.4256  4.726    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02       2665          0          0          0          0     0.2432     0.2432 11.211 13.137 15.752 11.688 13.137 13.137 13.137 13.137 13.137 13.137 13.137 13.137 13.137 13.137 13.137 13.137 13.137 13.137 13.137 13.137 13.137 13.137 13.137 13.137 13.137 13.137 15.752 15.752 15.752 15.752 15.752 15.752 15.752 15.752 15.752 15.752 15.752 15.752 15.752 15.752 15.752 15.752 15.752 15.752 15.752 15.752 15.752 15.752 11.688 11.688 11.688 11.688 11.688 11.688 11.688 11.688 11.688 11.688 11.688 11.688 11.688 11.688 11.688 11.688 11.688 11.688 11.688 11.688 11.688 11.688
0.0152 0.01508 8.00000 0.1200000122 1.3193155232    0.120 -2.538  3.4310  4.730    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02       2697          0          0          0          0     0.2474     0.2474 11.114 12.963 15.483 11.532 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 12.963 15.483 15.483 15.483 15.483 15.483 15.483 15.483 15.483 15.483 15.483 15.483 15.483 15.483 15.483 15.483 15.483 15.483 15.483 15.483 15.483 15.483 15.483 11.532 11.532 11.532 11.532 11.532 11.532 11.532 11.532 11.532 11.532 11.532 11.532 11.532 11.532 11.532 11.532 11.532 11.532 11.532 11.532 11.532 11.532
0.0152 0.01508 8.00000 0.1283245385 1.3718296364    0.128 -2.492  3.4363  4.735    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02       2731          0          0          0          0     0.2548     0.2548 11.001 12.781 15.217 11.366 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 12.781 15.217 15.217 15.217 15.217 15.217 15.217 15.217 15.217 15.217 15.217 15.217 15.217 15.217 15.217 15.217 15.217 15.217 15.217 15.217 15.217 15.217 15.217 11.366 11.366 11.366 11.366 11.366 11.366 11.366 11.366 11.366 11.366 11.366 11.366 11.366 11.366 11.366 11.366 11.366 11.366 11.366 11.366 11.366 11.366
0.0152 0.01508 8.00000 0.1400000006 1.4384526719    0.140 -2.432  3.4434  4.741    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02       2775          0          0          0          0      0.264      0.264 10.849 12.538 14.865 11.144 12.538 12.538 12.538 12.538 12.538 12.538 12.538 12.538 12.538 12.538 12.538 12.538 12.538 12.538 12.538 12.538 12.538 12.538 12.538 12.538 12.538 12.538 14.865 14.865 14.865 14.865 14.865 14.865 14.865 14.865 14.865 14.865 14.865 14.865 14.865 14.865 14.865 14.865 14.865 14.865 14.865 14.865 14.865 14.865 11.144 11.144 11.144 11.144 11.144 11.144 11.144 11.144 11.144 11.144 11.144 11.144 11.144 11.144 11.144 11.144 11.144 11.144 11.144 11.144 11.144 11.144
0.0152 0.01508 8.00000 0.1419693381 1.4489787594    0.142 -2.422  3.4445  4.742    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02       2783          0          0          0          0     0.2656     0.2656 10.825 12.500 14.809 11.110 12.500 12.500 12.500 12.500 12.500 12.500 12.500 12.500 12.500 12.500 12.500 12.500 12.500 12.500 12.500 12.500 12.500 12.500 12.500 12.500 12.500 12.500 14.809 14.809 14.809 14.809 14.809 14.809 14.809 14.809 14.809 14.809 14.809 14.809 14.809 14.809 14.809 14.809 14.809 14.809 14.809 14.809 14.809 14.809 11.110 11.110 11.110 11.110 11.110 11.110 11.110 11.110 11.110 11.110 11.110 11.110 11.110 11.110 11.110 11.110 11.110 11.110 11.110 11.110 11.110 11.110
0.0152 0.01508 8.00000 0.1599999964 1.5372931554    0.160 -2.339  3.4543  4.750    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02       2846          0          0          0          0     0.2795     0.2795 10.617 12.168 14.326 10.809 12.168 12.168 12.168 12.168 12.168 12.168 12.168 12.168 12.168 12.168 12.168 12.168 12.168 12.168 12.168 12.168 12.168 12.168 12.168 12.168 12.168 12.168 14.326 14.326 14.326 14.326 14.326 14.326 14.326 14.326 14.326 14.326 14.326 14.326 14.326 14.326 14.326 14.326 14.326 14.326 14.326 14.326 14.326 14.326 10.809 10.809 10.809 10.809 10.809 10.809 10.809 10.809 10.809 10.809 10.809 10.809 10.809 10.809 10.809 10.809 10.809 10.809 10.809 10.809 10.809 10.809
